Order_ID,Customer_Name,City,Restaurant_Name,Cuisine,Order_Amount,Delivery_Time_Min,Rating,Payment_Method,Delivery_Status,Discount_Percent,Order_Date,Customer_Age,Distance_km
ZM100168,Heer Bhatnagar,Delhi,Basu Inc Restaurant,Italian,613.12,77.0,3.0,Wallet,Pending,20.0,2026-04-12,55.0,9.4
ZM100169,Yashvi Shanker,Jaipur,Kamdar Inc Restaurant,Chinese,885.99,29.0,3.0,Card,Pending,10.0,2025-09-22,50.0,15.3
ZM100170,Aradhya Savant,Na,Sharaf-Behl Restaurant,Italian,1300.66,55.0,3.0,Upi,Cancelled,5.0,2025-07-24,49.0,20.6
ZM100171,Zeeshan Bumb,Na,Tata-Saraf Restaurant,Biryani,2123.75,25.0,1.0,Cash,Cancelled,5.0,2025-07-31,35.0,7.9
ZM100172,Tanya Dey,Kolkata,Comar Ltd Restaurant,Chinese,779.54,61.0,1.0,Wallet,Pending,10.0,2025-09-22,45.0,20.9
ZM100173,Saanvi Bajwa,Kolkata,"Deshmukh, Luthra And Kalla Restaurant",Fast Food,2069.31,30.0,4.0,Cash,Pending,0.0,2026-01-08,38.5,18.1
ZM100174,Rasha Gera,Chandigarh,Hayer-Kapadia Restaurant,South Indian,1489.67,83.0,3.0,Card,Pending,15.0,2025-06-25,36.0,23.9
ZM100175,Nakul Dayal,Mumbai,"Krishna, Halder And Issac Restaurant",Italian,1996.37,50.0,3.0,Cash,Delivered,10.0,2025-08-24,38.0,19.3
ZM100176,Shalv Arya,Na,Bava-Dani Restaurant,Fast Food,1031.65,26.0,3.0,Card,Pending,15.0,2025-06-02,47.0,8.9
ZM100177,Zara Karpe,Mumbai,Sheth Plc Restaurant,Biryani,1788.63,83.0,3.0,Cash,Cancelled,10.0,2026-05-13,49.0,20.9
ZM100178,Jayesh Master,Kolkata,"Issac, Dey And Goel Restaurant",Cafe,1941.3,73.0,1.0,Upi,Delivered,20.0,2025-11-23,47.0,52.38657551274083
ZM100179,Jivin Bhat,Bangalore,"Rege, Solanki And Ganguly Restaurant",Fast Food,2341.91,61.0,5.0,Upi,Cancelled,0.0,2025-10-07,59.0,10.5
ZM100180,Oorja Subramaniam,Pune,"Bahri, Sundaram And Chawla Restaurant",Chinese,152.55,31.0,4.0,Wallet,Delivered,5.0,2025-12-09,38.5,3.9
ZM100181,Baiju Chopra,Chandigarh,"Varty, Swamy And Sehgal Restaurant",Desserts,2044.0,62.0,5.0,Cash,Cancelled,10.0,2025-10-10,59.0,4.4
ZM100182,Shaan Ganguly,Bangalore,Kanda-Sem Restaurant,Biryani,650.68,67.0,3.0,Cash,Delivered,5.0,2025-08-16,26.0,15.1
ZM100183,Ishaan De,Bangalore,Sur-Chatterjee Restaurant,South Indian,347.98,51.0,1.0,Card,Delivered,0.0,2025-10-30,56.0,18.9
ZM100184,Ahana  Baria,Chandigarh,"Shankar, Kadakia And Tandon Restaurant",Biryani,716.54,24.0,1.0,Card,Cancelled,10.0,2025-12-14,42.0,14.6
ZM100185,Gatik Saha,Kolkata,Chaudhry Group Restaurant,Chinese,1316.1093020833334,48.0,4.0,Upi,Delivered,20.0,2025-11-08,50.0,18.1
ZM100186,Adah Dass,Na,Kurian-Mall Restaurant,Italian,878.28,41.0,3.0,Card,Cancelled,0.0,2025-10-14,58.0,16.6
ZM100187,Rhea Chand,Chandigarh,Kota Plc Restaurant,North Indian,2322.88,22.0,5.0,Cash,Delivered,5.0,2025-06-19,26.0,4.9
ZM100188,Taran Sarkar,Jaipur,Sampath-Anand Restaurant,Italian,1911.97,30.0,1.0,Card,Cancelled,15.0,2025-11-18,51.0,18.1
ZM100189,Shamik Joshi,Delhi,"Salvi, Chand And Balan Restaurant",Cafe,2169.5,35.0,5.0,Upi,Pending,0.0,2025-07-23,25.0,13.2
ZM100190,Unknown,Delhi,"Kala, Tella And Brar Restaurant",Biryani,2312.53,19.0,3.0,Cash,Cancelled,10.0,2026-04-22,44.0,8.7
ZM100191,Ayesha Soman,Na,Krish-Kohli Restaurant,North Indian,2040.19,66.0,2.0,Wallet,Cancelled,15.0,2026-04-05,38.0,12.0
ZM100192,Alisha Master,Jaipur,Goswami Ltd Restaurant,South Indian,1540.47,40.0,4.0,Cash,Delivered,20.0,2025-11-07,19.0,9.3
ZM100193,Ivana Bedi,Delhi,Lad-Sankaran Restaurant,Desserts,1858.96,82.0,4.0,Wallet,Cancelled,5.0,2025-05-24,27.0,3.2
ZM100194,Nakul Jani,Hyderabad,Dar Ltd Restaurant,Biryani,349.52,32.0,3.0,Upi,Pending,0.0,2026-01-16,21.0,24.1
ZM100195,Kanav Guha,Pune,Baral Inc Restaurant,Cafe,789.1,40.0,3.0,Upi,Delivered,5.0,2026-01-13,28.0,8.5
ZM100196,Vivaan Kanda,Chandigarh,"Kade, Rastogi And Barman Restaurant",Biryani,772.77,35.0,5.0,Upi,Delivered,15.0,2026-03-14,27.0,7.0
ZM100197,Diya Kale,Jaipur,"Kadakia, Bali And Soni Restaurant",Fast Food,558.59,72.0,4.0,Upi,Cancelled,5.0,2025-11-13,26.0,2.5
ZM100198,Sana Saran,Hyderabad,Konda Ltd Restaurant,Chinese,758.23,17.0,2.0,Cash,Pending,20.0,2026-01-21,26.0,21.3
ZM100199,Zaina Sen,Delhi,"Trivedi, Kalita And Vala Restaurant",Italian,1167.92,78.0,1.0,Wallet,Pending,20.0,2025-11-26,29.0,22.8
ZM100200,Ivan Sangha,Delhi,"Shah, Bir And Reddy Restaurant",South Indian,1322.4,76.0,1.0,Upi,Cancelled,20.0,2025-12-25,26.0,16.4
ZM100201,Onkar Bedi,Delhi,Seshadri Plc Restaurant,North Indian,1987.5,84.0,3.0,Card,Pending,0.0,2025-08-18,38.0,5.3
ZM100202,Unknown,Jaipur,Kalla-Sabharwal Restaurant,North Indian,1258.46,89.0,4.0,Cash,Delivered,10.0,2025-12-02,38.5,13.8
ZM100203,Saksham Varma,Mumbai,"Jha, Bal And Bail Restaurant",Desserts,2122.17,37.0,4.0,Card,Pending,0.0,2026-04-16,40.0,1.7
ZM100204,Ritvik Bahri,Bangalore,Shere Llc Restaurant,South Indian,2054.44,84.0,5.0,Cash,Cancelled,5.0,2025-05-21,23.0,15.4
ZM100205,Unknown,Mumbai,Bajaj-Cheema Restaurant,South Indian,950.78,56.0,1.0,Upi,Delivered,0.0,2026-05-04,27.0,21.3
ZM100206,Aarush Bajaj,Na,Gera Inc Restaurant,Desserts,940.92,35.0,3.0,Wallet,Pending,15.0,2025-11-09,29.0,14.5
ZM100207,Suhana Viswanathan,Mumbai,Toor Llc Restaurant,Italian,1874.89,37.0,1.0,Wallet,Pending,5.0,2025-07-04,29.0,23.1
ZM100208,Pihu Chhabra,Kolkata,Comar-Tata Restaurant,Italian,332.85,55.0,3.0,Upi,Pending,0.0,2025-07-05,58.0,9.1
ZM100209,Abram Randhawa,Mumbai,Lall-Ram Restaurant,Cafe,403.88,52.38657551274083,3.0,Wallet,Pending,20.0,2026-05-09,28.0,12.8
ZM100210,Neysa Viswanathan,Kolkata,Agarwal Group Restaurant,South Indian,323.22,52.0,1.0,Card,Cancelled,5.0,2025-11-02,22.0,22.3
ZM100211,Samarth Verma,Mumbai,Raman-Jain Restaurant,Cafe,1592.07,18.0,3.0,Cash,Pending,20.0,2026-02-21,28.0,8.9
ZM100212,Indranil Korpal,Delhi,Bawa Inc Restaurant,Fast Food,848.89,65.0,3.0,Cash,Delivered,15.0,2026-02-06,18.0,8.1
ZM100213,Shayak Roy,Mumbai,"Mani, Gala And Warrior Restaurant",North Indian,1649.75,75.0,2.0,Card,Cancelled,20.0,2025-06-10,49.0,7.4
ZM100214,Divit Tak,Pune,Ray-Desai Restaurant,Cafe,254.85,48.0,4.0,Card,Pending,5.0,2025-06-20,27.0,17.0
ZM100215,Romil Chadha,Pune,"Randhawa, Master And Chanda Restaurant",South Indian,2125.87,68.0,3.0,Cash,Cancelled,15.0,2026-04-01,23.0,21.5
ZM100216,Kiaan Boase,Mumbai,Bhasin-Brar Restaurant,Italian,1929.39,36.0,4.0,Cash,Delivered,5.0,2026-04-27,45.0,17.4
ZM100217,Anay Chana,Mumbai,"Bhagat, Dara And Rao Restaurant",Fast Food,1858.69,26.0,3.0,Wallet,Pending,15.0,2026-01-31,35.0,23.0
ZM100218,Adira Aurora,Delhi,Chaudhry-Madan Restaurant,Desserts,501.66,89.0,2.0,Upi,Pending,5.0,2026-05-08,36.0,22.1
ZM100219,Riya Rout,Mumbai,Sethi Inc Restaurant,Biryani,1316.1093020833334,33.0,3.0,Upi,Cancelled,15.0,2025-10-16,38.5,18.9
ZM100220,Unknown,Jaipur,"Sinha, Mahajan And Dutt Restaurant",Fast Food,1305.31,27.0,4.0,Cash,Cancelled,0.0,2025-12-28,46.0,8.7
ZM100221,Vritika Srinivasan,Kolkata,Mammen And Sons Restaurant,South Indian,1106.85,81.0,3.0,Upi,Pending,10.0,2025-10-13,22.0,13.2
ZM100222,Nakul Arora,Mumbai,Shukla-Johal Restaurant,North Indian,2206.67,22.0,4.0,Upi,Cancelled,5.0,2026-03-06,41.0,7.6
ZM100223,Pranay Grover,Mumbai,Kari Ltd Restaurant,North Indian,1298.65,75.0,3.0,Card,Delivered,15.0,2025-09-19,38.5,1.7
ZM100224,Kartik Lata,Chandigarh,"Sha, Gandhi And Chowdhury Restaurant",South Indian,1742.58,67.0,1.0,Upi,Cancelled,10.0,2026-04-19,59.0,20.2
ZM100225,Neysa Bakshi,Jaipur,Batra-Das Restaurant,Fast Food,1034.72,47.0,4.0,Wallet,Cancelled,0.0,2026-01-20,51.0,10.5
ZM100227,Nayantara Mangal,Mumbai,Anne Llc Restaurant,Desserts,1749.78,78.0,5.0,Card,Cancelled,20.0,2026-01-11,42.0,15.0
ZM100228,Inaaya  Wadhwa,Chandigarh,Agrawal And Sons Restaurant,Biryani,1728.89,36.0,3.0,Card,Delivered,20.0,2025-07-26,26.0,18.4
ZM100229,Neelofar Deep,Na,"Chauhan, Chauhan And Devi Restaurant",Cafe,672.3,54.0,3.0,Card,Cancelled,15.0,2025-08-01,55.0,21.4
ZM100230,Divit Srivastava,Mumbai,Shere And Sons Restaurant,Chinese,607.18,63.0,5.0,Wallet,Delivered,10.0,2025-09-16,26.0,9.2
ZM100231,Nishith Bhagat,Bangalore,Sami-Yogi Restaurant,Cafe,573.84,57.0,3.0,Card,Pending,5.0,2025-07-27,18.0,6.0
ZM100232,Kaira Varghese,Mumbai,"Rajan, Warrior And Sani Restaurant",Italian,1638.7,76.0,3.0,Upi,Delivered,0.0,2026-02-17,30.0,23.8
ZM100233,Tanya Badami,Delhi,"Master, Deshpande And Ghose Restaurant",North Indian,734.73,59.0,5.0,Cash,Delivered,20.0,2025-12-01,50.0,5.0
ZM100234,Yasmin Khanna,Delhi,"Date, Ranganathan And Sura Restaurant",Cafe,1763.93,77.0,3.0,Cash,Delivered,20.0,2026-04-21,19.0,18.5
ZM100235,Unknown,Delhi,Babu Inc Restaurant,Italian,1821.11,63.0,5.0,Upi,Pending,5.0,2026-03-08,38.5,21.1
ZM100236,Miraan Borde,Pune,Bath-Sule Restaurant,Chinese,1264.83,16.0,5.0,Wallet,Pending,5.0,2026-04-20,38.5,15.9
ZM100237,Gokul Chanda,Mumbai,"Varghese, Sekhon And Ben Restaurant",Chinese,1994.19,40.0,5.0,Cash,Cancelled,0.0,2025-05-21,44.0,1.9
ZM100238,Shalv Kakar,Kolkata,Ray-Sunder Restaurant,Cafe,179.96,29.0,3.0,Cash,Delivered,0.0,2025-09-02,22.0,3.4
ZM100239,Adah Hegde,Jaipur,Thakur-Chaudry Restaurant,Fast Food,384.55,20.0,5.0,Card,Pending,15.0,2026-01-03,45.0,3.3
ZM100241,Kiaan Tank,Kolkata,"Hans, Shah And Mannan Restaurant",Desserts,2022.74,22.0,3.0,Upi,Cancelled,0.0,2025-12-26,48.0,17.3
ZM100242,Zeeshan Raval,Mumbai,"Shah, Srivastava And Golla Restaurant",North Indian,2217.88,31.0,3.0,Wallet,Delivered,20.0,2026-02-11,46.0,7.3
ZM100243,Riaan Sinha,Delhi,"Dyal, Karpe And Karnik Restaurant",South Indian,1724.13,81.0,2.0,Wallet,Pending,0.0,2025-12-05,33.0,16.9
ZM100244,Anika Sehgal,Delhi,Tailor Ltd Restaurant,North Indian,1316.1093020833334,79.0,3.0,Wallet,Delivered,5.0,2025-06-20,49.0,8.9
ZM100245,Heer Wadhwa,Na,"Butala, Bhandari And Manda Restaurant",Desserts,702.25,88.0,3.0,Upi,Cancelled,20.0,2025-12-23,38.0,12.9
ZM100246,Rania Kata,Delhi,"Dugar, Ahuja And Bumb Restaurant",North Indian,2010.69,53.0,4.0,Wallet,Cancelled,15.0,2025-06-14,21.0,21.3
ZM100247,Romil Varma,Kolkata,"Hari, Krishna And Ram Restaurant",Cafe,417.95,43.0,1.0,Card,Cancelled,0.0,2025-11-26,36.0,10.0
ZM100248,Stuvan Rajagopalan,Bangalore,Kalita Ltd Restaurant,Desserts,1585.5,65.0,4.0,Wallet,Delivered,0.0,2026-03-21,39.0,10.9
ZM100249,Bhavin Ganesh,Kolkata,Bhasin Group Restaurant,Biryani,2397.05,78.0,1.0,Upi,Pending,20.0,2025-06-24,55.0,13.2
ZM100250,Vedika Bumb,Bangalore,"Sami, Comar And Chanda Restaurant",Chinese,1561.28,79.0,3.0,Wallet,Pending,0.0,2026-02-13,33.0,24.1
ZM100251,Suhana Raja,Pune,"Chauhan, Sharaf And Dara Restaurant",Fast Food,1437.34,85.0,4.0,Cash,Delivered,0.0,2025-12-15,36.0,23.1
ZM100252,Elakshi Lanka,Bangalore,"Boase, Vaidya And Kota Restaurant",Cafe,1937.82,89.0,3.0,Card,Cancelled,5.0,2026-03-08,51.0,10.1
ZM100253,Samiha Kapur,Bangalore,Chand Ltd Restaurant,Fast Food,494.11,52.0,4.0,Upi,Cancelled,20.0,2026-04-17,24.0,17.2
ZM100254,Mehul Thaman,Delhi,"Badal, Virk And Comar Restaurant",Desserts,1993.12,51.0,1.0,Wallet,Cancelled,20.0,2025-07-31,38.5,14.3
ZM100255,Parinaaz Chanda,Kolkata,Tiwari-Bawa Restaurant,South Indian,1805.88,90.0,4.0,Cash,Cancelled,20.0,2026-05-08,29.0,2.8
ZM100256,Priyansh Bhalla,Delhi,Majumdar Group Restaurant,Desserts,770.96,47.0,1.0,Card,Cancelled,0.0,2026-02-15,27.0,23.3
ZM100257,Bhavin Deol,Mumbai,Ganguly-Keer Restaurant,Fast Food,1495.79,55.0,4.0,Cash,Pending,5.0,2025-07-13,50.0,14.0
ZM100258,Yuvaan Deshpande,Chandigarh,"Shetty, Kale And Rajan Restaurant",Cafe,839.9,82.0,3.0,Upi,Delivered,0.0,2025-10-20,40.0,22.7
ZM100259,Divij Singh,Delhi,Bala-Trivedi Restaurant,Cafe,2021.09,47.0,5.0,Upi,Pending,15.0,2025-07-04,50.0,11.7
ZM100260,Umang Dhawan,Hyderabad,Bumb Inc Restaurant,Chinese,543.38,83.0,1.0,Upi,Delivered,0.0,2026-04-22,58.0,21.8
ZM100261,Adira Ramesh,Pune,Hora-Lal Restaurant,Chinese,511.32,57.0,1.0,Upi,Delivered,5.0,2025-10-09,29.0,14.4
ZM100262,Ojas Sibal,Pune,"Singhal, Din And Dube Restaurant",Desserts,1100.45,64.0,2.0,Upi,Pending,0.0,2025-07-24,57.0,18.9
ZM100263,Ryan Suresh,Delhi,Chander Group Restaurant,Chinese,1761.81,51.0,3.0,Wallet,Cancelled,0.0,2026-04-21,19.0,13.8
ZM100264,Shlok Rout,Delhi,Hayer-Chaudhuri Restaurant,Fast Food,488.58,62.0,1.0,Cash,Delivered,5.0,2026-03-06,18.0,10.5
ZM100265,Aarush Sarraf,Hyderabad,Bhalla-Konda Restaurant,South Indian,1667.94,35.0,3.0,Cash,Pending,15.0,2025-08-07,30.0,17.1
ZM100266,Lavanya Babu,Delhi,"Bobal, Dada And Guha Restaurant",Biryani,321.89,47.0,2.0,Cash,Pending,0.0,2025-07-28,49.0,9.6
ZM100267,Samaira Mani,Mumbai,Dey-Kumar Restaurant,Chinese,896.8,54.0,3.0,Card,Cancelled,20.0,2025-06-05,28.0,52.38657551274083
ZM100268,Mehul Golla,Na,Hans And Sons Restaurant,Desserts,994.79,57.0,3.0,Wallet,Cancelled,15.0,2026-01-08,37.0,3.6
ZM100269,Mehul Kumar,Bangalore,Tandon-Bains Restaurant,South Indian,2232.89,24.0,1.0,Upi,Pending,0.0,2025-06-18,43.0,6.1
ZM100270,Raghav Dar,Delhi,Swamy And Sons Restaurant,Biryani,499.29,90.0,5.0,Cash,Cancelled,0.0,2026-04-26,50.0,9.7
ZM100271,Siya Das,Mumbai,"Sundaram, Ghose And Bera Restaurant",Italian,479.87,87.0,3.0,Wallet,Cancelled,5.0,2026-05-09,32.0,6.6
ZM100272,Piya Edwin,Chandigarh,Krishna Inc Restaurant,Cafe,2307.07,20.0,3.0,Upi,Pending,0.0,2025-12-30,58.0,21.0
ZM100273,Zeeshan De,Pune,Bajaj-Malhotra Restaurant,Desserts,1685.34,81.0,5.0,Wallet,Delivered,0.0,2025-12-31,43.0,21.8
ZM100274,Badal Hegde,Delhi,Shah-Lala Restaurant,Italian,690.48,50.0,4.0,Cash,Delivered,10.0,2025-09-07,41.0,20.6
ZM100275,Shayak Buch,Mumbai,Garg Group Restaurant,Biryani,1275.7,67.0,1.0,Cash,Delivered,10.0,2025-06-10,54.0,4.2
ZM100276,Tanya Bala,Delhi,"Raja, Randhawa And Apte Restaurant",Italian,573.09,87.0,1.0,Card,Delivered,10.0,2025-08-25,46.0,12.3
ZM100277,Darshit Golla,Mumbai,"Verma, Randhawa And Jhaveri Restaurant",Italian,2078.06,80.0,5.0,Cash,Pending,0.0,2025-09-10,39.0,15.3
ZM100278,Adira Saha,Mumbai,Apte-Yadav Restaurant,North Indian,2170.04,68.0,3.0,Upi,Delivered,20.0,2026-04-09,57.0,22.1
ZM100279,Arnav Shanker,Kolkata,"Sachar, Balan And Virk Restaurant",Italian,1417.32,52.38657551274083,3.0,Wallet,Cancelled,5.0,2025-08-15,38.5,6.5
ZM100280,Manjari Dyal,Mumbai,Bali And Sons Restaurant,Chinese,748.12,25.0,5.0,Wallet,Cancelled,10.0,2025-09-10,18.0,19.9
ZM100281,Raunak Thakkar,Pune,Gupta-Tara Restaurant,South Indian,892.37,34.0,3.0,Card,Cancelled,0.0,2025-07-23,45.0,15.7
ZM100282,Aarush Soman,Delhi,Sekhon Ltd Restaurant,Biryani,1463.87,54.0,3.0,Wallet,Pending,10.0,2025-05-31,38.5,6.5
ZM100283,Armaan Master,Delhi,Bansal-Dutt Restaurant,Desserts,2032.01,21.0,3.0,Wallet,Pending,5.0,2025-05-21,23.0,12.3
ZM100284,Trisha Borde,Chandigarh,Solanki Group Restaurant,Cafe,238.73,66.0,5.0,Upi,Delivered,0.0,2025-07-11,49.0,5.8
ZM100285,Gokul Vala,Chandigarh,Sachdeva-Bahl Restaurant,North Indian,1349.79,36.0,1.0,Card,Delivered,0.0,2025-06-12,18.0,3.1
ZM100286,Dishani Lal,Pune,"Basak, Mangat And Saini Restaurant",Desserts,1366.7,23.0,2.0,Card,Pending,0.0,2025-12-24,55.0,24.1
ZM100287,Keya Bandi,Kolkata,Bhardwaj Inc Restaurant,Desserts,763.6,28.0,2.0,Card,Cancelled,5.0,2025-12-24,50.0,22.0
ZM100288,Kashvi Borde,Pune,Vyas-Krishnamurthy Restaurant,Biryani,1930.06,73.0,3.0,Upi,Cancelled,5.0,2025-07-24,34.0,16.2
ZM100289,Shaan Chad,Hyderabad,Biswas And Sons Restaurant,Desserts,1363.78,52.38657551274083,5.0,Cash,Cancelled,5.0,2026-01-22,43.0,20.7
ZM100290,Dhanush Soni,Hyderabad,Bhagat-Mallick Restaurant,Cafe,1498.22,39.0,3.0,Cash,Delivered,0.0,2026-04-06,33.0,6.0
ZM100291,Drishya Biswas,Hyderabad,"Kamdar, Sule And Bakshi Restaurant",Italian,431.71,78.0,1.0,Upi,Cancelled,15.0,2026-01-31,57.0,22.6
ZM100292,Yuvraj  Kibe,Delhi,Bedi Ltd Restaurant,Fast Food,1912.9,82.0,3.0,Wallet,Pending,5.0,2025-07-24,50.0,21.6
ZM100293,Nehmat Sandal,Delhi,Kant-Kale Restaurant,Biryani,169.78,63.0,2.0,Card,Cancelled,0.0,2026-02-14,34.0,7.3
ZM100294,Saira Kohli,Hyderabad,Kashyap-Bains Restaurant,Italian,644.75,62.0,3.0,Wallet,Cancelled,20.0,2025-12-28,29.0,24.5
ZM100295,Hazel Dugar,Jaipur,Baral Llc Restaurant,South Indian,2162.33,34.0,3.0,Upi,Delivered,20.0,2025-05-28,49.0,22.4
ZM100296,Vritika Varghese,Kolkata,Issac Llc Restaurant,Fast Food,2167.48,27.0,3.0,Upi,Delivered,15.0,2025-06-26,48.0,3.3
ZM100297,Samaira Ramesh,Delhi,"Borde, Banerjee And Edwin Restaurant",Fast Food,1117.64,40.0,3.0,Card,Cancelled,15.0,2025-11-24,38.5,19.6
ZM100298,Priyansh Walla,Jaipur,"Kibe, Bhakta And Chowdhury Restaurant",Biryani,490.39,58.0,3.0,Wallet,Delivered,5.0,2025-09-28,28.0,8.5
ZM100299,Kabir Mani,Na,Bali-Batta Restaurant,Desserts,1195.51,61.0,3.0,Wallet,Delivered,10.0,2025-06-14,19.0,6.6
ZM100300,Himmat Wali,Mumbai,"Khurana, Badal And Jhaveri Restaurant",South Indian,392.07,75.0,1.0,Upi,Cancelled,0.0,2026-01-06,23.0,15.8
ZM100301,Priyansh Keer,Jaipur,Yadav Group Restaurant,South Indian,817.81,31.0,3.0,Upi,Delivered,0.0,2026-04-01,40.0,8.8
ZM100302,Charvi Kumar,Jaipur,Gulati Group Restaurant,Biryani,2378.94,90.0,3.0,Wallet,Pending,0.0,2025-09-13,58.0,22.8
ZM100303,Indrajit Sachar,Kolkata,Bajaj Group Restaurant,Fast Food,760.55,15.0,3.0,Card,Cancelled,20.0,2025-09-10,52.0,52.38657551274083
ZM100304,Jayant Manda,Delhi,Ahluwalia Llc Restaurant,Desserts,1552.96,85.0,3.0,Cash,Cancelled,0.0,2025-09-05,45.0,4.9
ZM100305,Abram Singhal,Jaipur,Mani-Sarna Restaurant,Chinese,712.97,49.0,5.0,Card,Cancelled,10.0,2025-06-18,22.0,8.0
ZM100306,Yakshit Roy,Mumbai,Choudhry-Kari Restaurant,Biryani,195.58,83.0,1.0,Cash,Delivered,15.0,2025-06-22,35.0,11.5
ZM100307,Hunar Srinivas,Kolkata,Sawhney-Jaggi Restaurant,South Indian,882.21,62.0,3.0,Upi,Cancelled,5.0,2026-05-10,27.0,19.6
ZM100308,Tarini Kothari,Jaipur,"Barman, Amble And Gopal Restaurant",Desserts,436.61,46.0,3.0,Wallet,Delivered,0.0,2026-04-08,20.0,18.6
ZM100309,Krish Ravi,Kolkata,"Shukla, Boase And Desai Restaurant",Desserts,883.46,20.0,2.0,Card,Cancelled,0.0,2026-03-27,37.0,22.3
ZM100310,Taran Talwar,Na,Dey Inc Restaurant,Desserts,543.3,30.0,3.0,Cash,Delivered,5.0,2025-06-07,55.0,12.4
ZM100311,Keya Gera,Chandigarh,Karpe Inc Restaurant,Italian,1761.97,22.0,1.0,Card,Pending,10.0,2025-07-13,38.5,3.6
ZM100312,Zara Mani,Na,Dewan-Malhotra Restaurant,Cafe,1180.99,63.0,3.0,Cash,Cancelled,5.0,2025-09-07,49.0,14.4
ZM100313,Raunak Gola,Bangalore,Banik Inc Restaurant,Cafe,1250.73,85.0,3.0,Upi,Pending,10.0,2025-08-10,46.0,7.3
ZM100314,Raunak Bhardwaj,Delhi,Upadhyay-Sachar Restaurant,Desserts,2224.89,61.0,4.0,Card,Pending,5.0,2025-11-08,38.5,20.7
ZM100315,Taimur Bhattacharyya,Delhi,Bhat Inc Restaurant,Italian,908.11,29.0,2.0,Upi,Delivered,10.0,2026-02-06,29.0,5.8
ZM100316,Miraya Balan,Na,Bose Ltd Restaurant,Desserts,1385.68,47.0,1.0,Card,Delivered,0.0,2025-09-08,22.0,52.38657551274083
ZM100317,Shanaya Sharaf,Mumbai,"Dua, Contractor And Kala Restaurant",Biryani,292.65,68.0,3.0,Upi,Pending,15.0,2026-01-28,51.0,2.7
ZM100318,Umang Manne,Delhi,Gopal Inc Restaurant,Chinese,692.89,39.0,4.0,Cash,Pending,0.0,2025-12-10,53.0,3.5
ZM100319,Mohanlal Verma,Na,Bera Llc Restaurant,Desserts,542.0,66.0,3.0,Cash,Pending,0.0,2025-06-22,46.0,22.7
ZM100320,Ishita Dugar,Hyderabad,Maharaj-Verma Restaurant,Desserts,1161.88,45.0,4.0,Wallet,Pending,0.0,2025-08-06,34.0,11.9
ZM100322,Devansh Chada,Bangalore,"Shere, Mand And Chanda Restaurant",Chinese,1316.1093020833334,32.0,5.0,Card,Pending,10.0,2025-08-26,32.0,8.2
ZM100323,Purab Sastry,Mumbai,Bal Plc Restaurant,Cafe,556.32,88.0,2.0,Card,Delivered,0.0,2025-07-26,54.0,19.7
ZM100324,Zain Chaudry,Pune,De-Dar Restaurant,Chinese,682.79,16.0,3.0,Upi,Cancelled,0.0,2025-11-24,20.0,14.6
ZM100325,Lakshit Dhingra,Delhi,Rama Plc Restaurant,Desserts,1919.17,26.0,4.0,Wallet,Cancelled,20.0,2025-11-28,27.0,3.0
ZM100326,Hridaan Choudhry,Jaipur,Dalal-Bedi Restaurant,Chinese,1171.05,32.0,3.0,Cash,Cancelled,20.0,2025-07-26,59.0,14.5
ZM100327,Pari Boase,Pune,Khare-Bhattacharyya Restaurant,Cafe,1503.64,67.0,3.0,Card,Cancelled,10.0,2025-08-19,38.0,16.7
ZM100328,Eva Mani,Kolkata,Warrior-Mallick Restaurant,Italian,2321.9,62.0,3.0,Upi,Delivered,0.0,2025-12-09,21.0,15.9
ZM100329,Mamooty Krishnan,Delhi,"Walia, Kari And Hayer Restaurant",Cafe,411.5,17.0,3.0,Cash,Pending,0.0,2026-02-28,31.0,13.6
ZM100330,Nehmat Goswami,Bangalore,Sura Inc Restaurant,North Indian,2279.19,47.0,3.0,Upi,Cancelled,10.0,2026-01-02,38.5,2.3
ZM100331,Yuvaan Shanker,Na,"Dasgupta, Baria And Randhawa Restaurant",Fast Food,2295.24,28.0,1.0,Card,Pending,20.0,2025-06-13,32.0,13.2
ZM100332,Lakshay Sunder,Mumbai,Sankaran-Boase Restaurant,Chinese,1326.53,17.0,1.0,Cash,Pending,15.0,2025-05-16,39.0,18.9
ZM100333,Rhea Kurian,Na,Chokshi-Sahota Restaurant,Fast Food,2448.87,22.0,5.0,Wallet,Delivered,0.0,2026-05-05,35.0,9.2
ZM100334,Advika Thakkar,Pune,Hari-Gole Restaurant,South Indian,1496.31,54.0,3.0,Wallet,Pending,10.0,2025-10-25,31.0,14.9
ZM100335,Ira Ray,Jaipur,Sankar-Khurana Restaurant,Italian,2286.15,87.0,3.0,Card,Delivered,0.0,2025-05-29,52.0,3.8
ZM100336,Rohan Sen,Delhi,Tata And Sons Restaurant,Cafe,1122.99,71.0,5.0,Cash,Delivered,5.0,2025-12-03,26.0,19.3
ZM100337,Parinaaz Kashyap,Mumbai,Verma-Mandal Restaurant,South Indian,692.64,52.38657551274083,2.0,Wallet,Delivered,0.0,2025-07-05,56.0,16.6
ZM100338,Charvi Shenoy,Bangalore,Chadha-Madan Restaurant,Italian,225.74,16.0,5.0,Wallet,Delivered,0.0,2026-02-09,38.5,19.2
ZM100339,Trisha Krishna,Kolkata,Bhandari Group Restaurant,Biryani,2186.92,69.0,3.0,Upi,Pending,0.0,2026-04-11,42.0,10.5
